,Post,Labels Set
5699,বিস্ময়কর অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ অভ্যন্তরীণ।,non-hostile
5700,#COVID19 উপর পিআইবি এর প্রতিদিনের বার্তা পড়ুন পুরো বার্তা https//tco/crV3y8hJ78 https//tco/77pNoax1FM,non-hostile
5701,চাকরি ছাত্রকে চাকরি দাও. তোমাদের থেকে কোন রशन ফ্রি দাও না. ৪০ মিলিয়ন কোড ঘোষণা করো. ঘোষণা করার কোন প্রয়োজন হবে না. তোমরা শুধু বেকার ছাত্রকে চাকরি দাও শুধু। নিজেদের উপর নির্ভর করে আমরা আগে থেকেই,hate
5702,দীর্ঘদিন ধরে সন্ত্রাসী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী হত্যাকারী,hate
5703,কেন্দ্রীয় মন্ত্রী @drharshvardhan কার্নাটাকের বেলারিতে ভিজিয়ানগার ইনস্টিটিউট ऑफ মেডিকেল বিজ্ঞানের সুপার স্পেশালিটি ট্রামা সেন্টার অনলাইন খুলেছে https//tco/yjCp6lyVJG@MoHFW_INDIA,non-hostile
5704,@MishraBRIJESH13 @KumarPa59043369 ইসলামে কেউ সঙ্গে যৌনতা এবং হলালা জায়জ থাকে যদিও তিনি আমাদের সন্তান হবেন মেয়ে হবেন অনেক হবেন বাদা হবেন মেয়েরা হবেন 7 বছর যে শিশুরা হবেন বা 70 বছর যে পুরনো মহিলারা হবেন মহিলারা হবেন জীবিত হবেন বা মৃত হবেন মহিলারা হবেন না তাহলে বাদা হবেন বাদা হবেন যদিও উপলব্ধ।,"defamation,hate"
5705,ইতিহাসে গোপন হিরো ইতিহাসকারীদের মনোযোগ দিল্লির চারপাশের ঘটনাগুলির উপর ছিল#history #delhi @Speaker_UPLAhttps//tco/aFGC9Jz2JI,non-hostile
5706,# মানব_মাল সঙ্গে খাবার পরিষেবা করছেন মুহাম্মদ #Abdul_Basit এবং #Amzad_Butti জেলে পন্ডেলি মেলের বিস্তারিত রিপোর্ট- ভারতে টুক এবং urinab সঙ্গে সবুজের ভিডিও খুবই ভাইরাল হয়েছিল. কিন্তু ব্রিটেনে তখন হ্যাড হয়েছিল. এখানে রেস্টুরেন্টের মালিক মুহাম্মদ Abdul Basit এবং Amzad Butti বার্মুসলমানদেরকে মানব মেল সঙ্গে খাবার খাওয়া করছে।,fake
5707,SIT https//tco/7DntktMPcF ক্ষেত্রে ড্রাগ সংযোগ পরীক্ষার জন্য,non-hostile
5708,মানবতাকে মারা যান দেখে মানুষ কিভাবে শান্তিতে থাকতে পারে নাইনেসফির বিরুদ্ধে শব্দ বুলান,offensive
5709,@BJP4MP দ্বারা গভালিয়ারে 23 আগস্ট অনুষ্ঠিত सदस्यता अभियान #LockDownকে সম্পূর্ণরূপে সীমাবদ্ধ করা হয়েছে যা বিরুদ্ধে আজ @AAPBhopalের সহযোগীরা @DGP_MPকে স্বীকৃতি প্রদান করে দাবি করেছিলেন सदस्यता अभियानে उपस्थित @ChouhanShivraj सहित সকল মন্ত্রী ও আইনজীবীদের বিরুদ্ধে FIR নিবন্ধন করা হবে https//tco/GfAVvRtEvd,non-hostile
5710,অভিনেতা সুশান্ট সিংহ রাজপুত কেসের সাথে সম্পর্কিত ড্রগস মামলায় রিয়া চক্রवर्ती থেকে আজ আবার প্রশ্ন করা হচ্ছে#SushantSinghRajput https//tco/RxtGe7ZOHA,non-hostile
5711,সুশান্ট সিংহ রাজপুত কেস: সিবিআই প্রশ্নের জন্য সুশান্টের বন্ধু सिद्धार्थ पिठानीও ড্রিডিও গেস্ট হাউসে পৌঁছলেন.https//tco/Zn4lWf5MEY #SushantSinghRajputCase #SiddharthPithani https//tco/OL4cPu68il,non-hostile
5712,পৃথিবীর সারা ৭৫ জনপদে ১১২ ইউপি পুলিশের একটি PRV ভ্যান ওয়ান স্টপ সেন্টারের সাথে সংযুক্ত করা হয়েছে।,non-hostile
5713,রোগীদের জন্য ক্রিস্টিয়ানো রোনালডো হোটেল হাসপাতালে পরিবর্তিত হবে,fake
5714,এনএসএ অজিত ডাবাল স্বীকার করেছে যে চীনা সেনাবাহিনী ভারতের সীমান্তে প্রবেশ করেছে।,fake
5715,Pranav Mukherjee in Images PM Modi এছাড়াও প্রাক্তন প্রেসিডেন্ট প্রিনব মকার্জির পা দেখুন- স্মরণীয় ছবি#PranabMukherjee #pranabda #PranabMukherjeePassesAway @narendramodi @INCIndia https//tco/FJ7PTfklIo,non-hostile
5716,এই সরকারি ডালি মিডিয়াকেও শিক্ষা দিতে হবে ঘুম#17_সপ্তাহ_ন্যাশনাল_বার্জার_দিন,hate
5717,"কেন্দ্রীয় কর্তৃপক্ষ জানিয়েছে, বিমান কোম্পানিগুলি লক ডাউন সময় কেনিত টিকিটগুলির পুরো পরিমাণ ফেরত দেবে এবং অন্যান্য খবর #সংবাদপ্রাপ্তhttps//tco/WNeWnYjsrs",non-hostile
5718,সংগঠিত ব্র্যান্ড...গান্দী জের পুতুলের উপর গুলি চালানোর হিন্দু মহাসাগরী #Pujashkunpandey এর ফুড় নাচ...গান্দী জের পুতুলের উপর গুলি চালানোর হিন্দু মহাসাগরী #Pujashkunpandey এর ফুড় নাচ,fake
5719,NCB আগামী 48 ঘণ্টার মধ্যে রিয়া গ্রেফতার করা যেতে পারে আরেকটি ড্রাগ প্যাডলার https//tco/zGSCtwmjaE,non-hostile
5720,#RheaChakraborty এর ফোন থেকে WhatsApp চ্যাটের মেসেজগুলি পাওয়া গেছে যে ऋषभ ডুবিজের ডিলিং সম্পর্কে কথা বল रहे थेhttps//tco/vF0AK6OwXx,non-hostile
5721,মধ্যপ্রদেশে ৫০ হাজারেরও বেশি কোরোনা কাস্টম হওয়ার পর রোববার পুরো #LockDown সময়ে বেসরকারি দলের সদস্যতা ক্যাম্পিয়ন @ArvindKejriwal @AapKaGopalRai @PankajSinghAAP https//tco/yX6zvdbRDP,non-hostile
5722,আমরা একটি ক্যাথার হিন্দু লেভের বাড়িতে একটি কুকুর জন্মগ্রহণ দেখেছি এবং এই কুকুরটি #কংগ্রেসের টালভে চ্যাট করে দেখেছি।,"hate,offensive"
5723,উডিট্রাজ জ সাহস জড়িয়ে বলুন সেই নেতাদের জন্য কিছু বলুন যার স্বাগতে मुंबई স্টেশনে পাকিস্তান জিন্দাबादের নানার লড়িয়ে প্রতিবাদ করুন সত্যিই হবে যে আপনি পৃথিবীবাদী অথবা অনর্গাল প্রলাপ করবেন না।,hate
5724,উপরের PM রিপোর্টে খোলা হৃদয় হামলা থেকে ঘটেছিল আগের আইনজীবী নিভেন্দ্রের মৃত্যু শরীরে পাওয়া যায় না আহতের চিহ্ন ছেলেটি হত্যার দাবি করেছেhttps//tco/YaFEzPhTDC #NirvendraMishra @Uppolice @UPGovt,non-hostile
5725,চাকরি হারিয়ে বন্ধুর সাহায্য নোটের পরিবর্তে উপহার কার্ড দেওয়ার কথা ভাবতে পারেন নেটফিক্স এবং জিমের ফাউন্ডেশন চাকরি জানুন কিন্তু অনেক না https//tco/l6kFR8eiBf #HelpYourFriend #Jobless #COVID19 https//tco/YOKsAyndNa,non-hostile
5726,"বাংলাদেশে হিন্দু মারা গেছে, তাই আমাকে কিছুই দরকার না – রবিশ কুমার",fake
5727,@rajnathsingh পূর্ব প্রেসিডেন্ট #PranabMukherjee মৃত্যুর জন্য দুঃখ প্রকাশ করে বিস্তারিত https//tco/aLE7aVtWy9,non-hostile
5728,অবশেষে পন্ডিজেরি বিশ্ববিদ্যালয়ের রামু নামে ভারতীয় ছাত্র কোভিড -19 এর বাড়ি চিকিত্সা খুঁজে পেয়েছিলেন. WHO স্বীকার করেছিলেন. তারা প্রমাণিত 1 চিঠি কালো পাউডার পুডার 2 টেবিল স্পন মধু যোগ করে 5 দিন পরবর্তী সময়ে কোরোনা রসের প্রভাব শক্তিশালী করবে। পুরো বিশ্ব उपाय গ্রহণ করেছিলেন. শেষ ভাল খবর 2020!!,non-hostile
5729,ভারতীয় জনপ্রিয় দল rss সঙ্গে এত কমে গেছে যেখানে আমি বাস করি সেখানে আমার স্পাই করি তার স্পাই পরিচিতি আমাকে ভাল আছে rss BJP সঙ্গে স্পাই ডিলিতে কে উত্তর প্রদেশে কে হারিয়াणा राजस्थानে কে সব পরিচিতি আমাকে আমার চোখ থেকে বাঁচতে পারে না,defamation
5730,কোরোনার সাথে সমাধানের প্রস্তুতি / दिल्लीে ১০ হাজার বিছানায় বিশ্বের সবচেয়ে বড় কোভিড সেন্টার শুরু করে রাজनाथ-শাহ ড্রিডো এর ১ হাজার বিছানায় সেন্টারও খোলা করেছেhttps//tco/9rlQowAsFh #Delhi @ArvindKejriwal @rajnathsingh @AmitShah @DRDO_India @WHO @crpfindia @ITBP_official,non-hostile
5731,গভর্নার সম্মেলনে PM मोदी বললেন- শিক্ষা রাজনীতিতে সরকারের হস্তক্ষেপ কম হতে হবেhttps//tco/ZvKgxk6dbd,non-hostile
5732,ইউপি গজিপুরে টুইট স্ক্রিনে প্রধানমন্ত্রী ও সিকিটার কয়েক মিলিয়ন গবন মৃতদের নামে তৈরি করেছেন টুইটালি#UPhttps//tco/hxM1uNNmX2,non-hostile
5733,হংকংতে এক ব্যক্তির মধ্যে আবারো কোরোনা সংক্রমণ হয়েছে বিজ্ঞানীরা এবং ডাক্তাররা এই ব্যাপারে বলছেন যে এই ব্যক্তির জেনেটিক সিকভেনসিং করা হয়েছে এই ব্যাপারে দেখা গেছে যে তাঁকে দুইবার সংক্রমণ করা হয়েছে সেগুলো বিভিন্ন ভাইরাস থেকে হয়েছেhttps//tco/SE8YgVcwrA,non-hostile
5734,রফেলের तैनातতার পরআম্বালা বিমানবন্দরের ১০ কিলোমিটার দীর্ঘস্থানে কাবার ফ্লাইটারদের কাছে নোটিস जारी করা হয়েছেhttps//tco/qdycqrcRka@IAF_MCC #ambala #rafalejets,non-hostile
5735,"অসাধারণ - যারা বামপানথি বলছেন যে महाभारतের যুদ্ধ কালফিক এবং সनातन ধর্ম কিছুই নয়. তাদের মুখে বিদেশি অ্যাকাউন্টি ডিভাইস জরুরি টামচা করেছিলেন. কুরআনশতের কাছাকাছি গাছ করার সময় বিদেশি অ্যাকাউন্টি বিশেষজ্ঞদের একটি 80 ফিটের দীর্ঘতার মানব কাঁধের অসুবিধা পেয়েছিলেন. যা महाभारतের ভেতরের সন্তান ঘটোকচের বর্ণনা হিসাবে একই। এবং আমরা ভারতের বাসিন্দাকে महाभारत শুধু গল্প কালফিক মনে হয়. এটি ডিসকভারি চ্যানেল দ্বারা প্রদর্শন করা হয়েছে. जय হো সनातन ধর্মের জাহাজ হো, श्री राम जय श्री कृष्ण",fake
5736,#Amroha পুলিশ অবৈধ অস্ত্র কারখানার খুঁজে বের করে পুলিশ 2 অভিযুক্তকে গ্রেপ্তার করে কঠিন পরিমাণ অবৈধ অস্ত্র করে বের করে গজারুলা তান পুলিশ দ্বারা খুঁজে বের করে @amrohapolice @Uppolice #policemedianews,non-hostile
5737,কোরোনা থেকে সুস্থ হওয়ার পরও রোগী হওয়ার কারণ https//tco/ufkBF911A5,non-hostile
5738,স্বর্ণ 743 রুপি এবং সার্ভার 3615 রুপি জেনে নিন কী হয়েছে নতুন মূল্যhttps//tco/PRyWnBxXh1 via @NavbharatTimes #GoldPrice #SilverPrice https//tco/DoDcBXAjrG,non-hostile
5739,মুরদাবাদের চরিত্রিত পৃথিবী Kidnaping কেসে যখন ইউপি পুলিশ তেলানগানার বিখ্যাত অপহরণকারী मोहम्मद अशফাক खानকে আটক করে তখন তিনি ফুট-ফুট করে কাঁদতে শুরু করেন এবং পুলিশ থেকে নিজের জীবন প্রার্থনা করতে শুরু করেন@Uppolice https//tco/04dder9eoF,non-hostile
5740,"ভাই হিন্দু ভাইদের সাহায্য কর, যারা আত্মহত্যা করছেন তাদের কাজ ছেড়ে গেছে, এখন এই জিজ্ঞাসা করবেন না আপনি কত সাহায্য করেছেন",offensive
5741,এই দুর্ঘটনা ক্যানুর আন্তর্জাতিক বিমানবন্দরে ঘটল যখন একজন ব্যক্তি বিদ্যুৎ ব্যাংক ব্যবহার করে তার মোবাইল ফোন চার্জ করেছিল এবং আগুন হয়েছিল।,fake
5742,সত্য কখনোই দুর্বল হতে পারে না এবং ‘জ্ঞান’ কখনোই দুঃখ ও ভয় হতে পারে না।,non-hostile
5743,রেট ফিক্স হ্যাচ্লিপিয়া মোল অনুসরণ করবেন না. #রাজান_বগ_প্রোট্ট,"hate,offensive"
5744,আজ ব্যাংক ऑफ ইন্ডিয়া এবং আইশার মোটরস सहित এই শেয়ারগুলি পূরণ করতে পারেন ঘোলিhttps//tco/QgOodI2Dv6 via @NavbharatTimes,non-hostile
5745,"রামায়ানের ডোহা নম্বর 120 লিখেছিলেন, যখন পৃথিবীতে শাস্তি বাড়বে পাপ বাড়বে তখন চমগাদার অবতরণ হবে এবং চারপাশে তাদের সাথে সম্পর্কিত রোগ বিতরণ হবে এবং মানুষ মারা যাবে এবং ডোহা নম্বর 121 লিখেছিলেন, যেখানে পুরুষ মারা যাবে তার একটি রোগ শুধুমাত্র একটি ড্রাইভ।",fake
5746,চীনা সেনাবাহিনীর দ্বারা পূর্ব লद्दाखে আবার লড়াই ভারত প্রকাশ করেছে ঘোষণা https//tco/omMCr7Nhq4,non-hostile
5747,RT @aadhiIa কান্না রানুথের অবৈধ অফিসের জন্য হাইকোর্টসের কাছে সময় একই সময় হ্যালেও সজিভ भट्ट ড. কফয়েল অমর খালিডের উপর যাওয়া গণতন্ত্র...,defamation
5748,এক নারীকে স্বাস্থ্য কর্মীদের সাথে দৃঢ়ভাবে প্রদর্শিত করে দেখানো হয়েছে. এই স্বাস্থ্য কর্মীরা বাড়ি-বাড়ি পোলিও ভ্যাক্সিন প্রশাসন ক্যাম্পে ছিলেন।,fake
5749,"নাগরিকতা সংশ্লিষ্ট বিতর্কের বিরুদ্ধে যে পক্ষের ১০৫ ভোট রয়েছে, কংগ্রেস ত্রিনমুল কংগ্রেস এবং আপনি যেমন এই পক্ষগুলি পাকিস্তান বাংলাদেশ ও আফগানিস্তানের হিন্দু জান সিক খ্রিস্টান পার্সি ইত্যাদি শরণার্থীদের ভারতীয় নাগরিকত্ব প্রদান করার বিরুদ্ধে।",hate
5750,সুশান্ট কেস মুরিসে যৌন নির্যাতনের অভিযোগে সন্দেপ সিংহের পরিষ্কার শেয়ার করেছেন পুলিশের বার্তা#SushantSinghRajput #SandipSingh #Bollywood #mauritiushttps//tco/AudIhOT1yX,non-hostile
5751,স্বাস্থ্য মন্ত্রণালয় অনুযায়ী এই বছর গর্চাপুরে অ্যাকুট ইনসফালিটিস সিনড্রোম থেকে এখন পর্যন্ত ছয় মৃত্যু হয়েছে#UttarPradesh #YogiAdityanath https//tco/uBaQj9uItM,non-hostile
5752,দেশে কোরোনা সংক্রমণের সংখ্যা গত 24 ঘণ্টার মধ্যে 42 মিলিয়নের বেশি 90802 নতুন মামলা#COVID19India #CoronaUpdatesInIndiahttps//tco/35SOnQXbEE,non-hostile
5753,প্রধানমন্ত্রী @narendramodi PM স্বাধীনতা পরিকল্পনা থেকে সুবিধাজনিত হিটগ্রহিও থেকে 09 সেপ্টেম্বর সকালে 1030 बजे সরাসরি কথা বলবে. এই পরিকল্পনা থেকে আপনিও যোগ দিতে পারেন. যোগ করার জন্য ক্লিক করুন https//tco/NNPhWg5KT1 এবং নিজেকে অবিলম্বে নিবন্ধন করুন https//tco/aeZNvW7YNc,non-hostile
5754,#Varanasi Ramnagar's Famous Ramlila উপর Corona's Saya Ganga Prime https//tco/RKzuXnklat,non-hostile
5755,টেকনোলজি ব্যবহার এবং ইন্টিগ্রেশন থেকে শিক্ষার প্রক্রিয়া উন্নতি দ্রুত হবে এবং উন্নত ফলাফল আসবে. এ জন্য জাতীয় শিক্ষা টেকনোলজি ফোরাম – NETF প্রতিষ্ঠিত হবে. NETF দ্বারা রাষ্ট্র সরকারের সংস্থাগুলিকেও পরামর্শ দেয়া হবে।,non-hostile
5756,ডে হোল থিং ইজ ডেট যে বায়া সবচেয়ে বড় রুপিআজ ক্যার্টো by @Kirtishbhat #PrashantBhushan https//tco/284rz6mzgE,non-hostile
5757,‘হোটেল রুয়ান্ডা’ পুল রুসব্যাগিনার জীবন থেকে অবাক হয়েছিল পুল এই গণহত্যা সময় প্রায় 1200 জনের জ্ঞান বাঁচিয়েছিল এই রুয়ান্ডা সরকার এখন রুয়ান্ডা হেরোকে আঘাত করেছে @MeghnaVerma024 #HotelRwanda https//tco/Pvs6asc0cA,non-hostile
5758,ছবি দাবি করে যে পূর্ব প্রধানমন্ত্রী ম্যানমোহান সিংহ সোনিয়া গান্দির পাতায় আটকে থাকে এটাই ছিল আমাদের পূর্ব প্রধানমন্ত্রী কমপক্ষে তাদের বয়সের তাহলে লিজ করেছিলেন।,fake
5759,"এই কবিতা অনেক বড় করে, কিন্তু সবচেয়ে বড় রাস্তায় প্রাকৃতিক প্রাকৃতিক প্রাকৃতিক @SanjayAzadSln https//tco/nZwYxf0Pfl","hate,offensive"
5760,ডিগুইজিয়া সিংহ আবার এগিয়েছে EVM সমস্যা বলেন- তাহলে ২০২৪ সালে শেষ নির্বাচন হবে#digvijaysingh #EVM #ballotpaper https//tco/yKpe5wDr48,non-hostile
5761,প্রত্যেক জীবন মূল্যবান তাই #AAP কর্মী অক্সিজেন পরীক্ষা ক্যাম্পিয়ন চালিয়ে শেষ হয় মানুষের মন থেকে কোরোনা মহাদেশের ভয়#6September @ArvindKejriwal @AapKaGopalRai @PankajSinghAAP https//tco/wFDliZUIPF,non-hostile
5762,এই হিন্দু ধর্মকে দুর্বল করে মানবতা ও মানবতার খুনী হন ইয়োগি রাজে গন্ডাগার্ডি চরমের দিকে থাকে বিস্ফোরণের নানা “সবার সঙ্গে সবার উন্নয়ন” নয় “গন্ডা সঙ্গে গন্ডা উন্নয়ন” https//tco/NC1DMuqpIp,non-hostile
5763,বলিউডে হতে পারে অনুপ্রাণনা যেমন আরও মজার ও কমানী মানুষ হোক এই লোকদেরও পরীক্ষা করুন এবং বলিউডে এমন মজার গেটার পরিষ্কার হোক হোক লজ্জা করো বলিউডে কী করবেন বলিউডে লজ্জা আছে #ArrestAnuragkashyap @AmitShah @Dev_Fadnavis @republic @akshaykumar @Varun_dvn https//tco/KiRsQqR4zT,"hate,offensive"
5764,এই 3 বড় ক্ষতিhttps//tco/L3xYeXlJhR via @NavbharatTimes #MotorInsurance #Insurance https//tco/3tqOwHCM9K,non-hostile
5765,SSS Phase VIII Recruitment 2020 आवेदन शुल्क প্রদান করার জন্য প্রার্থীদের আরও একটি সুযোগhttps//tco/QupBbRHemT,non-hostile
5766,অগরাতে 48 ঘণ্টার মধ্যে भर्ती হয়েছিল 28 কোরোনা রোগীদের মৃত্যু. ইউপি সরকারের জন্য কত লজ্জা যে এই মডেলের মিথ্যা প্রচার দ্বারা সত্যকে দুর্বল করার চেষ্টা করা হয়েছে. সরকারের নো টেস্ট=নো কোরোনা পলিসি সম্পর্কে প্রশ্ন উঠেছিল কিন্তু সরকার উত্তর দেয়নি. https//facebookcom/262826941324532/posts/605560440384512/sfnsn=wiwspmoextid=1HanHVmu1IhXwL6D,fake
5767,মার্কিন খোলাতে ভারতকে সাফল্য দিয়েছে সুমিট নগাল প্রথমবার দ্বিতীয় রানে পৌঁছায় মার্কিন ব্রেডলি ক্লানকে হত্যা করে পরবর্তী ম্যাচ বিশ্ব নম্বর ৩ ডোমিনিক টিম সেhttps//tco/MFYXKJdO9K #SumitNagal #USOpen @nagalsumit @usopen,non-hostile
5768,শানগা সহযোগিতা সংগঠনের একটি গুরুত্বপূর্ণ সম্মেলনে অংশগ্রহণ করার জন্য মস্কো যাচ্ছে রক্ষা মন্ত্রী রাজनाथ सिंह চীনা সমকামী সঙ্গে দেখা হবে নাhttps//tco/tFKddMu0Es,non-hostile
5769,কোনও সিস্টেম যতটা কার্যকর এবং অন্তর্ভুক্ত হতে পারে ততটা ভাল তার গভর্নেন্স মডেল হতে পারে.এই ধারণা শিক্ষার সাথে সম্পর্কিত গভর্নেন্স নিয়েও এই পলিসি প্রতিক্রিয়া করে।,non-hostile
5770,@LambaAlka গ্যালভান ডালি ভারতের হাত থেকে গেল আমার কথা লিখুন ফিংার ফোর থেকে ফিংার 8 পর্যন্ত ভারতের হাত থেকে গেল,hate
5771,PNB ব্রানচে কাজ করে সব কর্মী কোরোনা পজিটিভ এসেছে,fake
5772,শেয়ার বাজারে 273 নম্বরের বৃদ্ধি https//tco/1Fp6nhweBW,non-hostile
5773,রাজহীন বাগে বার্কে ভালিদের ফিক্স রেট দুটি সময়ের খাবার এবং ₹500 তাই এটি তাদের ছোট শিশুদেরও নিয়ে যাচ্ছে যাদের এনआरসি এর ফুল ফর্ম জানেন না CA এর এটি শুধুমাত্র সেই ছোট শিশুদেরও ₹500 পেতে যাচ্ছে তাই ল্যাক করা হচ্ছে जय हिंद जय श्री राम,hate
5774,Covid-19 গবেষণা- বিশ্বব্যাপী 4 জনের মধ্যে একটি ব্যক্তি কোরোনা চার্জ করতে চান না https//tco/KZR6C1zMvY via @NavbharatTimes,non-hostile
5775,ডেপেশের বিতর্কিত বিষয় মুম্বি পুলিশ কেন গোপন দেখতে চান ভারতের সঙ্গে রিপাবলিক ভারতের উপর #LIVE https//tco/G945HvzM0Z https//tco/mERYoBHayu,non-hostile
5776,আইপিএল ম্যাচের পরিসংখ্যান বিসিসিআই ১৯ সেপ্টেম্বর চেননি সুপারকিংস এবং মুম্বি ইন্ডিয়ানসের মধ্যে প্রথম ম্যাচ প্রকাশ করেছে https//tco/YQJKUVJWHE,non-hostile
5777,"মা খেয়ে গেল, মা খেয়ে গেল, মা খেয়ে গেল, মা খেয়ে গেল, মা খেয়ে গেল, মা খেয়ে গেল, মা খেয়ে গেল, মা খেয়ে গেল।",fake
5778,এই সফল পরীক্ষা এবং রক্ষণাবেক্ষণ গবেষণা এবং উন্নয়ন সংস্থাগুলি অত্যন্ত 복잡 প্রযুক্তিগত ক্ষমতা প্রদর্শন করেছে যা পরবর্তী প্রজন্মের হাইপারসোনিক উইকেলস তৈরি করতে সাহায্য করবে।,non-hostile
5779,কংগ্রেসের নেতা কমল নথকে এশিয়ার সবচেয়ে বিশ্বাসী সংসদ সদস্যের টাইম পেয়েছেন।,fake
5780,#Mumbai- চলচ্চিত্র অভিনেত্রী নসিরুদিন শাহের তবিত বিগগরি হাসপাতালে भर्ती বেশ কয়েক দিন ধরে রোগী হন@imArunoday@MD___hashim@MonuRSYadav1@AzaadAbdulhamid,fake
5781,টুইট করেছেন তথ্যhttps//tco/0l2ZTfbwW8 https//tco/PR9PvC2Qjs,non-hostile
5782,যেখানে পৌঁছাননি রशनএখানে পৌঁছাননি তাদের ভাষা https//tco/B1m8unm5Fi,non-hostile
5783,@iHrithik সব হরামি যারা করছেন যে শকল থেকেও ঘৃণা হয় বৃষ্টি সালা চাকরিতে দাঁড়িয়ে তরুণ হওয়ার আক্রমণ করে আপনার 6 আঙ্গুল गिান মানুষ নয় আপনি যেন হোয়ান,"fake,offensive"
5784,"#দিলির প্রধানমন্ত্রী @ArvindKejriwal জিকে ধন্যবাদ, যারা #কিরাদি সংসদকে #লন্ডন করেছিলেন.এটা দেখুন কিভাবে একটি পুরো পরিবার #লন্ডনের রাস্তায় বসে গরম গরম চা এবং কুকুরের উপভোগ করছে।",fake
5785,পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে পৃথিবীতে,non-hostile
5786,ফটো স্টোরি পরবর্তী বছর দ্রুত আসার প্রার্থনা সঙ্গে সংখ্যা বপপা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা দা,non-hostile
5787,ভারতের ১৩তম প্রেসিডেন্ট श्री प्रणब मुखर्जी প্রশাসনের ক্ষেত্রে একমাত্র অভিজ্ঞতাを持つ ব্যক্তি ছিলেন তিনি বিদেশি রক্ষা বাণিজ্য ও অর্থমন্ত্রী হিসাবে কাজ করেন https//tco/xWipvALRbt,non-hostile
5788,"এছাড়াও আশা করা হচ্ছে এই অডিওটি সচেতনভাবে लीक করা হয়েছে যাতে সত্যিই প্রমাণ করা যে, সুশান্ট সিংহ রাজপুথ ইতিমধ্যে দূরে ছিল #SushantSinghRajputhttps//tco/GLaIbNK5qY",non-hostile
5789,@SanjayAzadSln ভাই স্যারের ব্ল্যাক টিকিট বিক্রি করে নিজেকে খুব কালো টাকা লাভ করে হোর কালো দিনের কথা বলতে লজ্জা নাই সাল পৃথিবী আপনি নিজেকে লুটিন ঘুরে আছে,"defamation,fake,offensive"
5790,আনন্দ আশা এখন জাতীয় পুরস্কারের জন্য চ্যাক খেলোয়াড়দের নামে হবে ভাবনা https//tco/hGdHu4ZWib,non-hostile
5791,@Abdulkadir_up আগামীকালের ঘটনায় সানজিয় সিংকে গ্রেফতার করা উচিত এবং কমানাকে কঠোরভাবে শাস্তি দেয়া উচিত না তাহলে এই লোকের মন আরও বাড়বে,offensive
5792,বাংলা সংসদ সत्र থেকে দূরে থাকতে পারে তৃতমুলের 65 বছর বয়সী সংসদ #TMC #Parliamnet #MonsoonSession @MamataOfficial https//tco/D4cWsJgB9j,non-hostile
5793,এই ভিডিওটি আমার কাছে এসেছে যে কাশ্মীরের কেউ যদি না জানেন না আমি বলি যে এই ভিডিওটি কাশ্মীরের কেউ যা ঘটেছে আপনি আপনার চোখ থেকে দেখছেন প্রতিদিন এই ধরনের ভিডিও আমাদের কাছে আসছে আমরা প্রতিদিন দেখি এবং দুটো মিনিট খুশি হচ্ছি এই বার আমরা এই ভিডিওটি মিডিয়ার কাছে প্রদান করব এবং ইমরান खान শাব পর্যন্তও জানতে হবে,fake
5794,আগামী ১০ সপ্তাহে প্রতিটি রোববার সকালে ১০ মিনিটের জন্য আমাদের নিজের বাড়ি চেক করতে হবে. আমরা ডেনগু থেকে আমাদের পরিবারকেও বাঁচাতে হবে এবং दिल्लीকেও বাঁচাতে হবে. আমি পুরো বিশ্বাস করি ডেনগুকে এইবারও হত্যা করবে। #10Hafte10Baje10Minute প্রতিটি রোববার ডেনগু থেকে হত্যা করবেন,non-hostile
