,Post,Labels Set
6304,मादरचो कुत्रे आहेत कुत्रे आहेत कुत्रे आहेत कुत्रे आहेत https//tco/Jk9ANPJTOd,hate
6305,#SushantSinghRajput मिळाली जहर शोधण्यासाठी फॉरेंसिंक टीम करीत विसरा जांचhttps//tco/VxoVbssq6G,non-hostile
6306,PLAच्या सैनिकांनी पूर्वी लद्दाखमध्ये प्रवेश करण्याचा प्रयत्न केला भारतीय सेनाने पंगोंग तसो झीलच्या दक्षिणी शेअरवर चीनी सैनिकांना प्रवेश करण्याचा प्रयत्न केला भारत आणि चीन यांच्या बीच ब्रिग्रेड कमांडर स्तरची बैठक जारी▶️https//tco/gcgV8sszEB#Ladakh @DefenceMinIndia,non-hostile
6307,पाऊस त्रास आणि क्लेम माहिती इन्सुरेंसचे पूर्ण ABCD ताकि काही त्रास नाहीhttps//tco/IQKPcJijNy via @NavbharatTimes #Insurance #CarInsurance https//tco/En3X3n9asV,non-hostile
6308,निकोलस पूरन नाव याद करा आईपीएल 2020 मध्ये तुम्हाला जमकर मजा देणार आहे ज्याची तैयारी त्यांनी सीपीएलमध्ये करीत आहेत तीन गेंदवर तीन शेक घालून सेंचुरी पूर्ण केली आणि टीमला जिता दिली https//tco/IhFzldrDGi,non-hostile
6309,एक्टर अक्षय कुमार यांनी ट्विटर आणि फेसबुकवर शुक्रवारी 4 सप्टेंबरला एक पोस्ट पोस्ट केले आहे #FAUG म्हणजे Fearless And United-Guards यामुळे कोणतीही फायदा होईल त्याचे 20% “भारतचे वीर” ट्रस्टला जाणार आहे @akshaykumar https//tco/GAG12Q7bc1,non-hostile
6310,भारतीय नौसेनाच्या नवीन सामग्र्याचे प्रमुख बनणार विस एडमिरल एसआर सरमा #Navy #Indiannavyhttps//tco/MiykAWQBoW,non-hostile
6311,तमिलनाडुच्या तिरुपुरमध्ये 2016 मध्ये घडलेल्या ऑनर किलिंग मामलेत सुप्रीम कोर्ट मड्रास हायकॉर्टच्या निर्णयावर विचारणार https//tco/bq4w04jNor,non-hostile
6312,कोणाच्या बापचा थोडा आहे मुंबई आहे शिवाजी महाराज का आणि आम्ही त्यांचे वंशज राज्यसभाचे कार्यकाल घरी चालणार आहे #डीली खूप दूर आहे घुसण्यापूर्वी पूछण्याची गरज आहे करणी सेना से कोणत्याही गलतफहमीत राहू नका करणी सेना काय म्हणतो ते करतो,offensive
6313,RT @anjali_0004 कोणीही त्यांना पकड नका जो दलालीच्या नशेत चूर आहे.,offensive
6314,गोरखपुरच्या घटना अपराधीने पोलिसांना नाकमध्ये दम केले तर तो पोलिसांनी गुस्सेत स्टोक देतात बेरोजगारी अपराधी बनवतात हे चक्करमध्ये पोलिसांना भी परेशान नागरिकाच्या आयुष्यात भी खतरेत हे सर्व अपराधच्या पीछे सरकारच्या लूट भ्रष्टाचार निकम्मापन बेरोजगारी,"defamation,hate"
6315,"कश्मीरचे होनहार पायलट हिलाल अहमद राफेल उड्डाकर लावतात ते कश्मीरचे अनंतनाग जिलेपासून आहेत.अब तो मानो भक्तोंचे मुस्लिम फक्त पंकचर नाही, बल्कि भक्तोंचे घर सुसराल करत आहेत.","hate,offensive"
6316,#UttarPradesh च्या आगरामध्ये दिल्ली हाईवेवर सिकंद्रा सब्जी मंडी जवळ सोल आणि रासायनिक कारखान्यात भयंकर आग झाला.https//tco/FzBHOqU9w8,non-hostile
6317,"पीएम मोदीने चीनी सीमावर 41 हवाई अड्डे निर्माण केले, तर पूर्व पीएम मनमोहन सिंह चीनच्या भयमुळे 10 वर्षांपर्यंत अरुणाचलच्या दौऱ्यावर गेला नाही.",fake
6318,अपराधियोंमध्ये खौफचा नाव मुख्यमंत्री योगजी#सर्वप्रिय_योगीजी जर तुम्हाला मुख्यमंत्री योगजी आवडते तर रिट्वीट करा,hate
6319,रिया चक्रवर्तीआज ६ ते ६ तास झाले पूछताछसुद्धा रिया से पूछताछ संभवरियाने ड्रग्स चॅटची बात स्वीकार केली@gayatrisharma24 https//tco/oTuzxA7Dwe,non-hostile
6320,खेळाडू घेण्यासाठी कदाचित गंदे खेळ खेळले आहे देशच्या मुद्दयांपासून ध्यान भटकण्यासाठी महंगाई बेरोजगारी अर्थव्यवस्था डूबती देशाची खराबतीची कथा हा सर्वात दृष्टी काढण्यासाठी खेळाडू निवडून खेळाडू लॉकडाउनमध्ये बर्बाद झाला आहे 6 महिन्या खेळाडू घेण्यासाठी हल्ला चालणार देशाची सर्व समस्या दबावली आहे,"defamation,offensive"
6321,50 लाख कोटींची रिटेल बिझेंस किंग बनो मुकेश अंबानी प्याजपासून पेट्रोलपर्यंत विक्री https//tco/SPZQsyxSAJ via @NavbharatTimes #MukeshAmbani #RelianceRetail #RelianceIndustries #FutureGroup #FutureConsumer #futureenterprises https//tco/gYfPBPuKGX,non-hostile
6322,काय प्रकार 8-10 मुले मिलकर एक मुलीला मारतात 50 ₹ का भगवा गमशा गलेवर डालकर तुम्हाला काहीही करायला स्वतंत्र आहे. हे काय आहे मोदीजी का #NewIndia भारतात अशा घटना हर रोज कुठेही घडत आहे अशा लोकांना माणूस नाही शैतान आहे,fake
6323,डिजिटल प्रदर्शित करून भारताच्या सर्व संपत्ती विकली आता शाळा बंध करून भारताचा पुन्हा गुलाम बनण्याची योजना तयार आहे. कोरोना प्रदर्शित करून शिक्षा काढली आता शाळा बंध होणार आहे. ईवीएमच्या नाजायज सरकारने भारताला मुखारीकडे लाचार केले आहे.,"defamation,fake"
6324,रक्षा मंत्रीच्या भेटीनंतर चीनची मोठी घोषणा आम्ही आपल्या एक इंच जमीनही बाहेर पडू शकत नाही https//tco/JlTedcMJQo,non-hostile
6325,भारतात अछूत नृत्य मध्ये एक झाडू ठेवतो ज्याचा वापर तो सड़की यार्ड आणि घरांमध्ये करत आहे 2 जून 1946. अछूत किंवा जैसा गांधी म्हणतात हरिजन देवाच्या संतान देशातील सर्व अशुद्ध काम करतात. गांधी ने बार-बार म्हटले आहे की दमनकारी ब्रिटिश शासनची अभिशाप अज्ञातताच्या पापची उचित सजा होती जे उच्च नृत्य हिंदूंनी अनेक शताब्दयांपासून अभ्यास केले आहे.यह फोटोग्राफ एसोसिएटेड प्रेसच्या स्टॉफ फोटोग्राफर मैक्स डेस्फोरने घेतले होते.,"fake,hate"
6326,आम्ही बाजपाईची सिद्धांत वादी भाजपाच्या फॅन करत होतो एक जमाने मे पर आज भाजपा बलात्कारक खूनी तड़ीपार म्हणून गुंडे नेताओ से भरे होते. *माननीय वाजपाई जीच्या भतीने शेवटी तोडली चुप्पी माहिती काय म्हणाली.,"defamation,hate"
6327,ऑटो इंडस्ट्रीसाठी चांगली खबर! सर्व प्रकारच्या वाहनंवर जीएसटी कमी करू शकतो सरकारhttps//tco/6WScOQk1Wt via @NavbharatTimes,non-hostile
6328,गेल्या 6 वर्षात हे साबितले आहे की कांग्रेस एक राजकीय पार्टी नाही एक छिपे इस्लामिक संगठन आहे.,hate
6329,भारतीय सेनाने चीनी सैनिकांना गोली मारल्यानंतर भारतीय कम्युनिस्ट पार्टीचे नेतांनी सैन्याला विरुद्ध दिल्लीमध्ये रॅली केली. सीताराम येचुरी वृंदा करात प्रकाश करात आदि.,fake
6330,"अंधे भक्त, जर अजूनही संभालत नाही तर त्या दिवशी एक किडनी पे जिओगे लिहिल्यानंतर जेबमध्ये ठेवा.",offensive
6331,#SushantSingRajputची बहन @shwetasinghkirtने माफी मागितली - भाऊ मी तुला बचाव करू शकत नाही पण इंसाफ जरूर घेणार https//tco/g6xSAKHQa3,non-hostile
6332,कोरोना महामारीमध्ये जनहितच्या सुरक्षाचा दृश्यमान आदरशील PM श्री @narendramodi जीच्या नुतन प्रयास PM CARESचा विशिष्ट योगदान झाला आहे.आज श्री राहुल गांधी जीच्या अपरिपक्वताचा उदाहरण आहे.आज मा सुप्रीम कोर्टने PM CARESच्या महत्वला वैधता प्रदान केली.सत्यमेव जयते!,non-hostile
6333,मो अमजत अली आणि थमीम शेख यांना कर्लमध्ये झालेल्या गर्भवती हथिनीच्या हत्याच्या मामलेत गिरफ्तार करण्यात आले.,fake
6334,भारताच्या इतिहासात पहिल्यांदा कर्नाटकमध्ये शिवकाशी नदीत पाणी कमी झाल्यावर दिसलेल्या लाख शिवलिंग देवाच्या मूर्तींचे दृश्यहर हर महादेव 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,fake
6335,ती मुलगी रूसच्या राष्ट्रपतिची मुलगी नाही.,fake
6336,पोलिसांनी शराब पीत रास्तावर बसला.,fake
6337,काही वर्षांपूर्वी आम्ही विचार करत होतो की ते ताकद से प्रौद्योगिकी वाढते <unk> 2020 येते कार उड्डातील <unk> पण इथे तो तो उड्डातील! <unk>,defamation
6338,नवीन तरी वायरस प्रसारण करण्याचा काम फक्त एकच प्रक्षेपण करू शकतो. या नवीन तकनीकमध्ये करंसी नोट फेंक आणि पोलिसांनी तुम्हाला कधी पकडू शकत नाही.,fake
6339,"बघ, हिंदू मुलोने गोपालगंज जिलात इंटरच्या विद्यार्थ्याला जीवना मारण्यासाठी तिच्या शरीरावर चाकू से ताबडतोड़ हमला केला. सगळं बघत गेला कोणी आवाजपर्यंत उठीत नाही. कधी आपल्या माता बहन मुलींच्या इज्जत मुलोच्या हात लूटबात राहणार. शर्म करा.मुस्लिम युवकांनी हिंदू मुलीवर चाकू से हमला केला",fake
6340,RT @WasiuddinSiddi1 येथे रिया कंगना मीडिया वायरस पे चरस बोत आहे त्यानंतर आईपीएलचे चरस बोततील कोरोना गेला तेल घेणे वास्तव मोदी जी तुम्ही...,offensive
6341,मालमोची डेमोग्राफी त्याची भूगोल डेनमार्कशी त्याची जवळची सामाजिक-आर्थिक संबंध हे कारण तिथे घडणाऱ्या घटनांची अधिक हेलिट होऊ शकते कारण हा हेलिट होऊ शकते कारण स्ट्रॅम कुर्सने मालमो शहरवर फोकस केला @swatimishra1717https//tco/XLnMuziGYm,non-hostile
6342,काही वेबसाइट PM- Kusum योजनाच्या नावावर ऑनलाइन रजिस्ट्रेशन करीत आहेत.,fake
6343,भाजप पुन्हा केंद्रमध्ये आला तर नार्थ पूर्वीमध्ये सस्ता होईल गाय का मांस अर्थात बीफ...बोलो गौ माताच्या जयभाजपाच्या केंद्रमध्ये परत आल्यावर उत्तर पूर्वी राज्यमध्ये सस्ता होणार गौ मांस,fake
6344,खोलून 13 नवीन प्रयोगशाला वाढणार कोरोना जांचनई प्रयोगशाला खोलून रोज 5000 अधिक परीक्षण होऊ शकते. https//tco/ChMqGlFgyz,non-hostile
6345,RT @LambaAlka मानवी आधार पर ही सही आवाज बनो #डीलीमध्ये बसलेले लाखो गरीब कर्मचाऱ्यांना केंद्रच्या #मोदी सरकार आणि दिल्लीच्या #केजरीवा...,hate
6346,चमचच्या बापने पेंगोंग झीलवर अपाचे उड्डावले चमच हे दृश्य देखील यदि सीनेमध्ये जलन असेल तो डाईजीन पीयला बाकी देशभक्त एक जयहिणी बोलणे,fake
6347,पंतप्रधान मुक्त सौर पॅनल योजना – मुक्त पॅनल आपला घर किंवा गावात कोणत्याही प्रकारची शुल्क भरत नाही बस लवकर फॉर्म भरून. * फॉर्म भरण्याची शेवटची तारीख 31 जुलै 2019 आहे. तो लवकर करा आणि हे संदेश आपल्या सर्व मित्रंना भी भेजा. या योजनाचा लाभ सर्वांना मिळू शकतो.,fake
6348,74वा स्वतंत्रता दिवसानंतर उत्तर प्रदेशच्या सरकारने जेलमध्ये बंद 74 जणांना मुक्त करण्याचा निर्णय घेतला काय आहे कारण वाचून या रिपोर्टमध्ये #UttarPradesh https//tco/7zPKtGEkPk,non-hostile
6349,#हिंदूंच्या #अस्तित्व आणि #आदर्शची रक्षा करण्याचे एकच मार्ग आहे #सनातन_संस्कृतीच्या अनुरूप धार्मिक शासन प्रणाली स्थापन.हिंदू यासाठी #स्वस्थ_क्रांति पैदा नाही तर आपल्या संतान मरण्यासाठी आणि मुसलमान बनण्यासाठी छोड़ून जा. #जय_सियाराम @Dk84ya@Dk84ya2,hate
6350,शिक्षका फर्जीवादा: एक ही नावा आणि पतेवर दोन जिलोंत शिकवतात दोन शिक्षकांनी असे घडले खुलासा#Gorakhpur #YogiAdityanath https//tco/LoDSSm0uSE,non-hostile
6351,@rajnathsingh सैन्याला घेऊन राज्यसभामध्ये ज्ञानची मोटरी साझा करीत होते माझ्या माणसाला सैन्याला 1 जनवरी 2018ला निकाली गेली आजपर्यंत तिला पेंशन दिले नाही 15 वर्षा 6 महिने सैन्याला निकाली गेली गेली आहे 3 वर्षांपेक्षा जास्त होणार आहे तिची पेंशन आजपर्यंत मिळाली नाही मजबूर मला चंडीग्रेड हाय कोर्टची मदत करायला लागली आहे,"fake,hate"
6352,एक मुलगी म्हणतात की तिच्या सैन्य अधिकारी वडील स्वास्थ्य मंत्रालयला संपर्क करतात जे म्हणतात की देशा 5 दिवसात लॉकडाउनमध्ये जाणार आहे.,fake
6353,कदम कदम जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा जा,non-hostile
6354,चीन म्हणजे दिवसभर शांत आणि आधी रात्री विश्वासघात https//tco/UNFMnxGgB8,non-hostile
6355,आगरा हॉस्पिटलमध्ये 28 कोरोना मरीजोंचा 48 तासंत मृत्यू झाला आहे.,fake
6356,राजदीपवर हा हमला रिया चक्रवर्तीच्या साक्षात्कार घेण्यास कारण झाला आहे.,fake
6357,#ThingsTeachersSays#TeachersDay2020 #TeachersDay #Teachers_Day Thread आहे पूर्ण दिसत नाही तर प्रिंसिपल सर से म्हणून नाव कटवा करणार! https//tco/3PvYuFIY5T,non-hostile
6358,@SanjayAzadSln साले ऐक नंबर गुन्डे,offensive
6359,थॅमस एल फ्रीडमैनच्या कॉलम चीनला सामना करण्यासाठी अमेरिकेला जर्मनीशी भागीदारी करायला हवेhttps//tco/uNH3Y7Z61N #Opinion #Columnist @tomfriedman @realDonaldTrump,non-hostile
6360,पूर्व अध्यक्ष श्री प्रणब मुखर्जीच्या स्वर्गवासबद्दल ऐकून हृदयला आघात आले. त्यांचे देहावसान एक युगचा अंत आहे. श्री प्रणब मुखर्जीच्या परिवारच्या मित्र-जन आणि सर्व देशवास्यांना मी गहन दुःख-संवेदना व्यक्त करतो.,non-hostile
6361,@MajorPoonia @Ragini_bhartiya संजय सिंह मादरचोदचा मुलगा आहे साला कुत्ता आहे,"hate,offensive"
6362,मुख्यमंत्री श्री @myogiadityanath जीच्या कुशल नेतृत्वत उपर सरकार प्रगतीच्या नवीन सफरवर अग्रसर आहे. प्रदेशमध्ये आमजनची सुविधासाठी गोरखपुर कानपुर आणि आगरामध्ये लवकर सुरू होणार मेट्रोचा निर्माण कार्य. वाराणसी मेरठ व प्रयागराजमध्ये मेट्रोचा निर्माण कार्य करण्यासाठी सर्वे सुरू झाले. https//tco/GPORDOgAvI,non-hostile
6363,भारताचे छिपे असली विश्वासघाती कोण आहे संघ आणि BJP कशासाठी आहे मुन.आज़म खानने जारी केले फोटो हाफिज़ सईद आणि मोदी पाकिस्तानमध्ये भेटते देखो देश ड्रोहियो विश्वासघाती कोण आहे,fake
6364,#ZeeNews वर प्रत्येक आठवड्यात Zee आध्यात्मिक दृष्टीने तुमच्या दिवशी समर्पण आणि ताकदही राहील #ZeeSpecial https//tco/Wsu8NifOdO,non-hostile
6365,राहुल आणि प्रियांकाचे पोस्टर जे बिहार आणि प्रयागराज कुम्बेत त्यांच्या कार्यकर्त्यांना ठेवले आहेत ते हिंदू देवी देवतांना अपमान करतात. हे कार्यकर्त्यात इतकी हिम्मत आहे की इशामासीह आणि कुरान शेरफ आणि पवित्र मक्का मदीनाच्या पोस्टरमध्ये राहुल आणि प्रियांकाची फोटो ठेवले आहेत.,"hate,offensive"
6366,@beingarun28 त्रुटि हे संजय सिंहच्या हागलती नाही त्याची आहे जो संजय सिंहला वोट दिला आहे.,"hate,offensive"
6367,चौधरी चरण सिंह कृषि यूनिवर्सिटी हिसारच्या वैज्ञान्यांनी वर्ष 2009 मध्ये आविष्कार केलेले फळ छेदक मशीनला भारताच्या सरकारकडून प्रमाणपत्र मिळून मशीनला आविष्कार करणाऱ्या प्रसंस्करण आणि खाद्य इंजिनिकी विभागच्या प्रो मुकेश गर्ग व विद्यार्थी डेश मलिकला खूप बधाई आणि शुभेच्छा.,non-hostile
6368,पुढील वर्षाच्या सुरुवातीला चंद्रयान-3 प्रक्षेपण करण्याची तैयारी हा वेळा मोठा बदलाव होईल#Chandrayaan3 @isro @DrJitendraSingh https//tco/hMamdiG9Mh,non-hostile
6369,RT @ShilpiSinghINC मुंबई पहुंचण्यासाठी कंगना रनौतला क्वार्टिन करण्याची तैयारी BMC14 दिवसीय कास्टडी ही समजून घेण्यात आले आहे.,offensive
6370,RT @Nattashasharrma महिला फळवणीपासून भईया सेबला कॅमिकलपासून तो पकाया नाही ना. फळवणी नाही बहन जी रेडियोच्या सामने ठेवून मनच्या बा...,defamation
6371,यूजीसीने अंडरग्रेजुएट आणि पोस्टग्रेजुएट कोर्सेजमध्ये प्रांतिक प्रवेश करण्याची अनुमति दिली आहे https//tco/1khQy84R0F,non-hostile
6372,#PrashantBhushan सुप्रीम कोर्टने प्रशांत भूषणला अपमान करण्याच्या गुन्हात 1 रुपयांना दंड देण्याची सजा सुनाई. भूषणला 15 सप्टेंबरपर्यंत दंड देण्याची गरज आहे. भूषणला दंड देण्याची गरज नाही तर 3 वर्षांपर्यंत वकालत पर रोक आणि 3 महिन्यांपर्यंत साधारण जेल देण्याची गरज आहे.@JagranNews,non-hostile
6373,RT @aadhiIa ऑफिस कंगनाच्या गिरा आणि बिलबिलाने मीडियाच्या पालतू एंकर्सने अवैध ऑफिस गिरायला लागले त्यांचे फासिज्म दिसून आले वर्षानंतर दहा वर्षांपूर्वी...,offensive
6374,अडानी अंबानी खरेदी करू नका तेव्हापर्यंत #PUBGचा खेळ खल्लास वैसे बोहोत डिस्लाइक करीत होते आता चुकून ऐकून मनकीबात आणि देसी कुत्रा पालो!,defamation
6375,#BREAKING भारत-चीन विरोधात मोठी खबर #China #India https//tco/m8ZUVd7ffH https//tco/Z2bcoqVzAo,non-hostile
6376,@DR_Ambedkarji @KumarSudeshArya अबे साले पिल्ला कोणाला म्हणतो आता तू गधा अबे गधाचा मुलगा साले सुधारणा जा साले बिल्ला बिल्ली म्हणला लागला साला तुमचे कारण ही तर समाज वापरा येतो,offensive
6377,आता हे अंग्रेजी आहे - हिंदू तुझ्या आगे आणि कुटाई हव्वाट्सएपच्या माध्यमातून,fake
6378,ठेके खुलते ही BJP नात्रीची पहिली रुझान आली धन्यवाद मोरी जी ठेके खुलते RT FB,offensive
6379,कोरोनाच्या लढाईत सगळ्यांचे सहकार्य महत्त्वाचे आहे. या मुहिममध्ये आपल्या योगदान देण्यासाठी दिल्लीच्या ऑटोच्या भावांना खूप धन्यवाद. https//tco/IV1goXX7mZ,non-hostile
6380,रियाच्या एनसीबीसह पूछताछ जारी करणाऱ्या एजेंसीला ‘हाई-प्रोफ़ाइल लोकांना ड्रग्स पुरवठा करण्यासाठी’ साक्षी मिळाली https//tco/PkOKOwVG6D,non-hostile
6381,#Baghpat कुख्यात मुन्ना बजरंगी हत्याकांडचा मामला बागपेट जेल अहम सबूत जुटाने आले CBI अधिकारी 2 वर्षांपूर्वी मुन्ना बजरंगीचा हत्या झाला बागपेट जेलमध्ये झाला हत्या जेलर सहित अनेक अधिकारी झाले सस्पेंड @baghpatpolice @Uppolice #policemedianews,non-hostile
6382,नरेंद्र मोदी पार्कमध्ये बैठकर बतख्यांच्या बीच अखबार वाचताना दिसत आहेत. तर दुसरी फोटोत त्यांनी काही बतख्यांची फोटो घेतली आहे.,fake
6383,सिंगरूलीच्या विविध क्षेत्रात ऑक्सीजन निरीक्षण अभियान जारी आहे.#AAPKeOxiMitra https//tco/69VweHxjvz,non-hostile
6384,#DelhiTerroristEncounter दिल्ली पोलिसांच्या एन्काउंटरमध्ये बबबर खालसाच्या 2 आतंकवादी गिरफ्तार#delhiencounter #babbarkhalsa @CPDelhi https//tco/cK1pE6OmJh,non-hostile
6385,Unlock 3 राजस्थानमध्ये 31 ऑगस्टपर्यंत बंद राहणार शाळा-कॉलेज ५ ऑगस्टपासून खोलणार जिम#Rajasthan https//tco/WWCr8VkBX6,non-hostile
6386,‘नो टाइम टू डाय’ची प्रतीक्षा लोकांनाही करतात कारण शेवटच्या वेळी ‘बॉन्ड’ सीरीजची चित्रपट 2015 मध्ये रिलीज झाली होती नावा ‘स्पेक्टर’ अप्रैल महिन्यातही हा चित्रपट घेतला होता पण त्यापूर्वी कोरोना वायरसचा आक्रमण प्रशंसकची खुशी काढला लीhttps//tco/JEtyGxIZuQ,non-hostile
6387,रूह अफ़ज़ा वक़्फ़ बोर्ड द्वारा चालवणारी कंपनी आहे की त्याचे सर्व पैसे मज़ार मदरस आणि मुसलमानच्या विकाससाठी खर्च केले जाते. सर्व हिंदू भाऊंची मागणी आहे. रूह अफ़ज़ा का उपयोग करून मज़ार मदरस आणि मस्जिदंचा सहयोग न करा त्यानंतर लाल रंगचे बैकग्राउंडसह लिहीत आहे. रूह अफ़ज़ा ही वक़्फ़ बोर्डची कंपनी आहे जो अयोध्यामध्ये राम मंदिरला विरोध करतात. उसी निचली आणि लिहीत आहे निवेदक वीर सावरकर संगठन,fake
6388,‘ईज ऑफ डुइंग बिजनेस’ रैंकिंगमध्ये उत्तर प्रदेश दुसरे स्थान पर विदेशमध्ये व्यावसायिक अनुकूल वातावरण निर्माण करण्यासाठी उत्तर प्रदेश सरकारने सराहनीय कार्य केले. https//tco/5ZJaloJ7Z1,non-hostile
6389,"ज्या देशाचे शासक रंडवा हो, त्या देशाची किजनता विधवासारखी राहते. हे बात चणकाय गांजा पीकर नाही भरहोश-हवाशमध्ये लिहिले होते.",defamation
6390,फक्त एक शब्द. हे भाऊंचे पूर्ण हृदय समर्थन करा.व्हिडिओ गेमचा क्लिप पाकिस्तानवर झाला एयर स्ट्राइक सांगण्यात आले आहे.,fake
6391,काहीही करू नका पण मुंबई महाराष्ट्र आणि मराठी माणूस का इगो हर्ट करू नका,defamation
6392,बांग्लादेशी कितीही नोबेल विजेता असेल तर आम्ही त्यांना अजूनही देशात बाहेर काढणार आहोत.,fake
6393,केजरीवालने PM मोदीला सांगितले की GST अकाया देण्यासाठी केद्र कार्यात्मक विकल्प विचार करा https//tco/9zg98OSfFE,non-hostile
6394,वर्तमानत प्रदेशच्या 13 जनपदांच्या 346 गावात बाढ़ प्रभावित आहेत. प्रदेशमध्ये 540 पशु शिविर स्थापित करण्यात आले आहेत आणि 754975 पशुंचा टीकाकरण करण्यात आला आहे. बाढ़ प्रभावित क्षेत्रात आतापर्यंत कुल 4807 कुंतल भूसा वितरित करण्यात आले आहे राहत आयुक्त श्री संजय गोयल जी@ShishirGoUP,non-hostile
6395,राहुलचे केंद्र सरकारवर लक्ष कोरोना किंवा जीपीडी प्रत्येक चुकीच्या दौऱ्यात देश आगे आहेhttps//tco/jQ5jusuokn,non-hostile
6396,UP : प्रतिबंधित जीव विकत होते व्यक्ति वन विभागने केले #UP #YogiAdityanath https//tco/ZnONYSA4r4,non-hostile
6397,देशच्या विरोधात लोक कुटकमिनी इतके कशाला जलतात BJPampRSS se देशका विरोधात रोज बेरोजगार होतात कारण दिवसभर रोत राहते दिवस रात्री सोते जागते फक्त Modiji का नाव एक कमीन तुमचे स्वप्नमध्ये भी Modiji येतील आणि सर्वात मोठे देशका विश्वासघाती जो आहे तो दिवस-रात माला जपताJHJB 🇺🇸,hate
6398,#LokSabhaElection2019 #LokSabhaEelctions2019कौन आहे असली गेटा गंभीर बूझो तो जा!जीपवर जनतापासून हार घेणे किंवा गंभीर मोडमध्ये गाडीच्या पहिली सीटवर बैठणे! @GautamGambhir @BJP4India,fake
6399,हे कहे अंग तस्करी तो नाही https//tco/NpPd50YdEy,non-hostile
6400,#Bulandshahr पूरन सिंह हत्याकांडची पोलिसाने खुलासा केली 2 आरोपींना केली गिरफ्तारी होत्या पूरन सिंहच्या हत्यानंतर शव खेतमध्ये ठिकाणी ठेवले होते. @bulandshahrpol @Uppolice #69000_शिक्षक_भर्ती_हाथ_खाली_बजाओ_थाली #policemedianews,non-hostile
6401,# कुठे_चलेय विचार का परेशान आहे कि सड़क पे चालणे ठीक आहे किंवा साईडमध्ये आज भगवान त्याच्याबरोबर होते तर त्याची तर साईडमध्ये कच्चे रास्तेवर चालणे थावैसे मला तो वाटतो गलत साईड चालणे ठीक आहे सामनेून येणाऱ्या वाहन दिसत राहणार बाकी तो ही आहे कि जाको राखे साईया मारू शकत नाही कोय 🙏🏻🙏🏻,offensive
6402,#ReportForSSR सामने आले सिद्धार्थ पिठानीचा बयान जाणून घ्या 14 जूनपासून CBIला काय म्हणाला ते https//tco/T4z8WsWULW,non-hostile
6403,#Mumbai- #फिल्म अभिनेता #नसीरुद्दीन #शाह बीमार नसीरुद्दीन शाह की तबीयत बिगगी नसीरुद्दीन शाह हॉस्पिटलमध्ये भर्ती अनेक दिवस बीमार आहेत नसीरुद्दीन शाह,fake
6404,@SonuSood आता हर कोई तो सोनू सुदसारखा नायक बनू शकत नाही अशा प्रतिभा ऐसी विशिष्ट शक्ति देवा अनेक सौ कोटी माणसांमध्ये कोणाला देतो तुलासारखा असू शकत नाही पण खूप कठीण आहे एक देशी कहावत सर्व कुतीया जाणार तो पत्तल कोणाचा चटेल बस वही इथेच्या लोकसुद्धा आहे,offensive
6405,प्रणब मुखर्जी आता आपल्या गावात कधी परतणार नाही पल्टू दा https//tco/VnkwNYY11l,non-hostile
6406,@jack @Twitter ऐकून वर्षो चूतियांना आपल्या आईडीच्या पॅकवाडेत डाळून जे फॉलोवर वाढत नाही देतात तो काय घंटा हिलात बैठतो जेहादियांचे समर्थन करतात सत्य लिहिणाऱ्यांना फटते तुमचे लॉगोंचे ऐकून डोळे खोलून वेगळा दिसणार म्हणतात दिसंबर म्हणतात अगस्त जेहादी साले भड़वे ट्विटरच्या https//tco/rqRQyAsFo,hate
6407,हट साले माहितीही आहे किसान माना होता काय आहे किसानंच्या दुःखानंतर आपल्या उलू सीधा न करा हरामया तुम जैसे पत्रकार म्हणून ही किसान आज ही परिस्थितीमध्ये आहे. साले कांग्रेसच्या चमचने गेल्या 70 वर्षात किसानच्या परिस्थिती बघितली नाही तुमको. https//tco/SxyhCNsSPS,"defamation,offensive"
6408,भागीदार https//tco/IIqJtu2Nmi भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार भागीदार,non-hostile
6409,लद्दाखमध्ये चीनच्या कब्जाची जमीन भारताने वापरा घेतली आहे. सैनिक हा सफलता साजरा करतात. सैनिक साजरा करतात.,fake
6410,"याची सुरुवात झाली, याची सुरुवात झाली, याची सुरुवात झाली, धन्यवाद.",fake
