,Post,Labels Set
5330,"@AnaArchana This is the whole child's food opportunity, people are the country's deceiters will come, so saly comedy",offensive
5331,#Mathura diamond countryside CO CITY's imprisonment 2 youth1woman arrested when doing body business colored hands arrested protesting goods also police made Barramad Delhi called the woman also arrested so far 10 accusers sent the case of the district @mathurapolice.,non-hostile
5332,Ria said- Drugs for Sushant had been requested for herself never used#Videohttps//tco/iNRkIcOaTR,non-hostile
5333,Jammu-Kashmir: Meeting with the terrorists of police and security forces in the Kawusa area of Badgam.,non-hostile
5334,Vodafone Idea now made Vi new brand logos raised wallshttps//tco/vgvoH9aFgK,non-hostile
5335,@RahulGandhi also raise our voice My husband 15 years 6 months out of the army and didn't give him a pension until today for him I have to cut the court's circle to the lawyers have to give a heavy amount of money I don't like to be the voice of the poor I'm poor so you won't raise my voice,defamation
5336,Previous articleKashmir youth and children are losing eye light due to palette gun,offensive
5337,Do not forget to keep the address proof with you when you go out for purchase.,fake
5338,#LvJahad - My #Salim is the most different He doesn't believe the religion He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different He's the most different,hate
5339,Sonali's father is farmers Sonali performed dance with his partner Marju Sumant in the U.S. Talent Show was a song by Tatar-Tatar Dance Audiences and Jazeera quite liked their couple now reached the show's semi final #WIN @realprernasingh https//tco/ApPV49ti1c,non-hostile
5340,"RT @aadhiIa Sadip Singh Narendra Modi Biopic's producer according to CBI, Sushant's drug sale accusation is the first to reach the...",offensive
5341,#Hapur 25 million reward arrest case will bring Ashu Jat to Mumbai today Police 2 BJP leaders had been murdered in more than 60 lawsuits was fled Ashu Mirchi Gang's sargana is Ashu Jat. @hapurpolice @Uppolice #policemedianews,non-hostile
5342,"If you want to save the existence of Hinduism in the future, then the ordinary Hindu is not the radical Hindu.",hate
5343,Just give with the shetti Sushant got a safe hand! #BollywoodBreaking2020 @avasthiaditi https//tco/d56VmO7RO9,non-hostile
5344,Assam's Congress Leader Amjat Ali Jab's Peti with weapons and bullets in prison from the mosque.,"fake,hate"
5345,It is the official residence of the Indian Air Force Chief right in front of the headquarters of the Congress 😂😂 😂 😂 😂 😂 😂 😂,fake
5346,RT @WasiuddinSiddi1 India’s relationship with China has broken so it’s also responsible for the Indian media virus that has understood China as Pakistan while...,hate
5347,RT @Komal_433 Look forward.14 illegal construction in the office of Kangana BMC attached work stop notification https//tco/od7aiZ1xaB,offensive
5348,"The distances between Rajiv Gandhi and Prnub Mukherjee began to grow 27 April 1986 Prnub Kamalaपति Trifadhi's bungalow was sitting with them and drinking tea then the daughter of Trifadhi comes out and tells them ""Prnub Da now-only you have been removed from the party""https//tco/hVLoJjrdGh",non-hostile
5349,"RT @ShilpiSinghINC A puppy is bound with the forehead and his mood is bad, he can run breaking the puppy!",defamation
5350,Corona's growing infection in Uttarakhand 950 new cases came ahead#Uttrakhand #Corona https//tco/TLv6ZEOMep,non-hostile
5351,Chinese soldiers again attempted to occupy the hills on the southern edge of the Lake Pongong https//tco/ixTiAvuPYJ via @NavbharatTimes #IndiaChinaFaceOff,non-hostile
5352,RT @Komal_433 The revolution in the town of the dead is useless for those who have been used to living in slavery is useless to awaken them.,defamation
5353,The audience’s data was gathered and the “Testing of Playing Together 2” was released by Godolina by Teaser#SaathNibhanaSaathiya2 @StarPlus @Devoleena_23https//tco/UJXTOMsSMi,non-hostile
5354,Newspapers and Congress Government share photos of wounded legs of children in India,fake
5355,"After 45 days of search reporting, Sushant Singh tries to stop the Republican media network from reporting the case, are you with #ReportForSSR campaign?",non-hostile
5356,DD News’s special program #ExpressNews see the country-world’s 100 important news in 30 minutes ➡️https//tco/kPjs0mzAJC https//tco/hxRQH9XTYI,non-hostile
5357,Lulu Remembrance's Faith's Prison IG's Letter revealed NDA raised on a secret meeting Questionnaire- @kumarprakash4u #LaluYadav #Ranchi https//tco/mqLzJHr1qc,non-hostile
5358,The story behind the collective suicide of the displaced is quite shocking.Where the sadness of the Hindu in Pakistan is not hidden from anyone now when they come to India and take asylum yet they have to face all the problems.,hate
5359,This is the official statement of China 😂😂😂😂,fake
5360,The opinion of Raghuram Rajan should also include the losses of the informal sector in data so the GDP has fallen much more than 239% https//tco/RzhKODRs7D #GDPData #IndianEconomy @RaghuramRajan @FinMinIndia @nsitharaman @ianuragthakur @RahulGandhi @PChidambaram_IN @PMOIndia @narendramodi,non-hostile
5361,"“Wah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah!","defamation,hate"
5362,What’s going on with the Hindu in Bengal is what’s going on with the Hindu in Bengal is what’s going on in Bengal is what’s going on in Bengal is what’s going on in Bengal is what’s going on in Bengal is what’s going on in Bengal is what’s going on in Bengal is what’s going on in Bengal is what’s going on in Bengal is what’s going on in Bengal is what’s going on in Bengal is what’s going on in Bengal is what’s going on in Bengal is what’s going on in Bengal is what’s going on in Bengal.,"fake,hate,offensive"
5363,Minister Mr. @myogiadityanath G has given instructions that the Commissioner for Agricultural Production Establishment and Industrial Development to speed up the development plans to inspect its subordinate offices ACS Home and Information Mr. @AwasthiAwanishK G,non-hostile
5364,Everyone wants to join the Sachin Pilot Party.,fake
5365,"In Team 11 meeting, CM Yogi Strict Doors to Doors Survey-More Testing Instructions#YogiAditynath #Corona https//tco/P6o12SfJXa",non-hostile
5366,In North Pradesh infrastructure investments and plans for each sector will be applied. employment and manpower will be emphasized. this will be a mile stone for the development of the province ACS home and information Mr @AwasthiAwanishK G https//tco/bTZrx6rjfa,non-hostile
5367,@SushilModi in Bihar the problem of water from when it came to be in the water drowned Bihar the problem of creation scandal through which this scandal has bought 400 million diamonds for her sister from the children's house where hundreds of small little girl to BJP JDU's leader has rape 14 babies pregnant,"defamation,hate,offensive"
5368,The model proposed by the GST council to the states for the receipt of revenue from the inspiration of the respected PM Mr. @narendramodi G. This effort will help to keep the work of the people in the Corona period smooth.,non-hostile
5369,Mafia Don Atik Ahmed's Bahubli little brother Assaf's Saley Jade's Alishan Bengali was mixed in the ground from Baba G's outbreak no Gunda Mwalli to escape https//tco/WOjb0InNl5,"defamation,fake,offensive"
5370,"In the case of destroying the party of itself, the Menişankar Diguji Singh is pursuing Sanjay Raut miles ahead.","defamation,offensive"
5371,#Sunjay_Sunjay_Gunda_Hai Kill Sally,hate
5372,"According to the WHO standard, 23 million inhabitants of the province should have 32 thousand tests per day while there are half a million tests per day. https//tco/iOxeaQCeal",non-hostile
5373,The truth of the direction case What R India's camera postmortem staff keep watching Republic India #LIVE -https//tco/G945HvzM0Z https//tco/YwdwGQvuxf,non-hostile
5374,Coronavirus will be examined by the study conducted by the Wuhan Institute on Chamegads and Bat Hunters in Nagaland.Doubted in confidentiality,fake
5375,"If the party was made Congress president like me, then the party would be strong again -- Uddit Rajsibble -- even after thirty years of talve chatting I told the agent of BJP, then you are what farmer's mould.",hate
5376,@Sadashivmishra7 @pratapgarhpol Please submit a written complaint on relating to stay@pratapgarhpol,non-hostile
5377,Drone attacks on Suleiman,fake
5378,The wife's death and lockdown broke the proxy was fire in the cylinder exploded herselfhttps//tco/RaT8vpDnLs,non-hostile
5379,The man who escapes from the back yard of his own house recognizes this man Hint is a BJP ruled state chief.,fake
5380,The Congress Party was the founder of the Congress Party and the voters of the Congress are also foreign Bangladeshis and Rohingya and now another scandal has come to the face on YouTube to the mind of the Congress dislike from Turkey and Pakistan.,hate
5381,"Though thousands of young people in India will be suffering today, their mothers and fathers will be happy.",defamation
5382,See @AaronFinch5 DRS demand shy English playerhttps//tco/uLcxOUczy8 #josbuttler #ENGvsAUS #AusvsEng #DRS #Aaronfinch #josbuttler https//tco/iORVZX0AKV,non-hostile
5383,In Germany this child is born with three eyes. this is a world surprised by seeing this awfulness. in this epidemic this child is no way God's shape.,fake
5384,Video @JofraArcher's deadly ball- 8 years first out at 0 @davidwarner31https//tco/CwmYwJm4wc #davidwarner #ENGvsAUS #JofraArcher https//tco/7krzpB6Y30,non-hostile
5385,This time they are in discussion not taking their statement but taking a photo. in fact Pakistan Sikh Guru by Managing Committee's general secretary Gopal Singh Chavla made a photo of Novozot Singh Sikh on social media,fake
5386,First fell and then rapidly increased gold know now what happened new pricehttps//tco/NArXSukX6g via @NavbharatTimes #GoldPrice #Gold https//tco/MGeP1TKyK7,non-hostile
5387,I'm going to say that I'm going to eat a lot more than I'm going to eat a lot more than I'm going to eat a lot more than I'm going to eat.,hate
5388,The Supreme Court's circumference by the National Chairman Dr. Uditraj Raj has created history#Manuist_Supreme Court of the Rich is the Supreme Court's resolution against the Supreme Court's resolution in the whole country.@Dr_Uditraj https//tco/fRbRyVd1vT,non-hostile
5389,@imvikasdubey @ekhivillain both are narrating,offensive
5390,25-30 people of the Muslim community for the Facebook post in Unuppur Middle Pradesh after Bangalore joined the race in the market. just Hindu is the one who has full trust in the law.,"hate,offensive"
5391,Seven women Teachers including Bihar's twenty teachers will receive the State Teacher Award This is the full list #Bihar #Education https//tco/kk2qLz813m,non-hostile
5392,#IndiaFightsCorona <unk>What is the #coronavirus infection spreads ➡️There is a very low chance of #coronavirus spreading and infecting people.#StaySafe #IndiaWillWin https//tco/QW5sM8wVgg,non-hostile
5393,A little bit of Gujarat's Corona affairs have also been referred to by Mr.Mannvases of the Middle East so the condition is so good that the lockdown must be placed at least in the Rajasthan so it doesn't happen brothers,fake
5394,There are some people who are yogi. whom their households want to bind in the forced domestic life but the purpose of such people's life is something else. and they see this bond breaking society service and country service. so so you are unread as papu but yet you I am an example of https//tco/qLSHNdg4JA,"defamation,offensive"
5395,20 people were hanging up to 197 feet for an hour! #news #Chinahttps//tco/SFmL1gPxwj,non-hostile
5396,Video of military operations in Jammu and Kashmir.,fake
5397,More than 7 million AK-47 203 missile deal with Russia is stumbling in 1 minute 600 missileshttps//tco/a6KJFTjmpw via @NavbharatTimes #Rifle #Russia #IndiaRussiaDeal https//tco/r9zuwCsJNV,non-hostile
5398,Realme V3 may be the company's cheapest 5G smartphonehttps//tco/bgWm0qkqu4,non-hostile
5399,Under the final plan 38440884 m tons of wheat is distributed 25627256 m tons of rice and 3868487 m tons of tea ACS Home and Information Mr @AwasthiAwanishK G@ShishirGoUP,non-hostile
5400,RJD leader Tejashev Remembrance accused that this is like promoting the murder of people of the दलित community as well as he said that the OBC and the general class have been separated from it.,non-hostile
5401,#SushantWasMurdered What is the business deal when the murder of Sushant was made to hide the truth of the murder on this issue Arnab's opinion https//tco/nNTnjObOvf,non-hostile
5402,Former President Prnub Mukherjee died by the Minister of the Interior and the Minister of Defence and the Minister of Defence and the Minister of Defence and the Minister of Defence and the Minister of Defence and the Minister of Defence and the Minister of Defence and the Minister of Defence and the Minister of Defence,non-hostile
5403,In the Middle East #AAP's Oxymate is going home-home oxygen check. #5September @ArvindKejriwal @AapKaGopalRai @AnkushNarang_ @PankajSinghAAP https//tco/KwUZ0Utwv8,non-hostile
5404,@BJP4India's staff activist Saeed Jafar Islam G. congratulates to be elected member of Parliament's High House State Assembly.Your decent presence in the House will be public interest proof.Your experience will benefit the organization and the public.My congratulations on Victory Mr.,non-hostile
5405,Thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art thou art,hate
5406,#Azamgarh #Koronavirus Police Inspector's Death Fulpur Kotwal Sher Singh Tomar's Death Police in Mahkeme Wave of Sadness Corona suffered several days from Tomar @azamgarhpolice @Uppolice #policemedianews,non-hostile
5407,#Sensex 83902 points fell to 3862829 and #Nifty 26010 points fell to 1138750 closed https//tco/Dejm4rjmvx,non-hostile
5408,@PrashantiNewsp1 @hardoipolice @hardoipolice - please for information and necessary action.,non-hostile
5409,Jio Fiber's new plan now starts from Rs 399 for 30 days free service for new customershttps//tco/k6Sm9Dhohb,non-hostile
5410,Mahvira Cancer Institute Pattaya Nickmimi Soyeh government What is the system where is corrupt broker health minister @mangalpandeybjp @officecmbihar @NitishKumar https//tco/hpspRmqNrS,non-hostile
5411,"The hidden Mullah in the mosques lying the empty potatoes so that more and more this epidemic can fall this Mullah is already KORONA affected, these people know and the government is treating them, finally why in India Corona is not spreading but is spreading see in the video.",fake
5412,You whatsapp as many numbers and groups are one should not be missed this video to all send this DPS SCHOOL Rajbag's tutor Shkil Ahmed Anasari is so much to share this tutor and school both to be closed. video is quite different from being viral.,fake
5413,The people of Delhi have once again begun the fight against dengue in the next 10 weeks of this great advent today on Sunday I also replaced the clean water deposited in my house and ended the possibility of the mosquito being born. #10Hafte10Baje10MinuteEvery Sunday on dengue war https//tco/RSp5m7X1Q2,non-hostile
5414,Kashmir is India's. this song's protest was made by Pakistan and Radio Silon had asked not to play this song. wow Ray our Congress government. this song was also silently banned. to the person who now brought this song to YouTube. this photo will not give this photo. Kashmir is India's Kashmir will not give,fake
5415,The results have also begun to come from Sweden Now Sweden's women's mouth also has begun to see the seals of secularism like Sweden as the outbreak of Norway and England is also getting to hear now the important question is who's afraid in India.,hate
5416,"Think what would happen when a single student could not give the exam and your master would zero this session, so the fact is questionable.",defamation
5417,"#Union is not an opponent to any #Mazhab#Union only discloses the difference in Kalam and Kasab, thus defines the #sentiment of Jihad and Sohard.#Jay_Shriram #Rssforindia",hate
5418,If you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed and killed you have killed.,hate
5419,"In Gujarat, 3 inches of water flowed so fast on the road that four boys could not stop flowing scout https//tco/Ih3QSzQxFv #Gujarat #Monsoon2020 #heavyrain https//tco/mgFQCQSVVL",non-hostile
5420,Master Stroke is to remove attention from real issues but we don’t miss the Gobi G’s Bato,hate
5421,"1 When our government becomes, we will give 5 thousand crore to Pakistan without interest for 50 years. 2 Kashmir must give to Pakistan. 3 My ancestors were Muslims I am Muslims.",fake
5422,The important meeting of LJP can be taken today This important decision #BiharElectionhttps//tco/3iVY69a47p,non-hostile
5423,Indian People's Party's State Assembly Deputy Subramnum Swami is on its own party's IT cell for years//tco/HFca1G57Ok,non-hostile
5424,Know in the world’s 176 COVID-19 vaccine race – what is the situation of other countries including India#Coronavirus #CoronavirusVaccine https//tco/IQISTzEbbl,non-hostile
5425,@threadreaderapp @anuragkashyap72 @anikspeaks Sally Wise Baba should go to jail and its support also Sally Gongje Clock Drugs,offensive
5426,It wants to hold exam centers and government exams #SpeakUpForStudentSafety,fake
5427,Is there any Muslim Fatwa going out now I think Islam threat I will not come to Q's Tamur's father that's the name of his daughter or in it?,hate
5428,The Central Board of Secondary Education CBSE has announced the dates of the 10th and 12th resorts. Class 12 resorts will come on July 11 and Class 10 resorts will come on July 13.,fake
5429,Covid-19 Vaccine Astragheneka launched in Japan first and second phase human testing#COVID19 #Corona #Japan https//tco/h77eG0Ke1f,non-hostile
5430,#DelhiMetroService 5 months after Delhi Metro's Yelo Line has full speed #DelhiMetro https//tco/lWeyaWnrMY,non-hostile
5431,Friends Sad News Dr. Wanda Tivari G that she died she had gone last week for the Corona Test in a village of UP but the jihadists had seriously wounded by attacking them!,fake
5432,@Dr_Uditraj the child to sell so far you didn't hear the back news hungry poor because of Jism's deal was contractor work on the name of giving the brother country has been completely destroyed 80 per cent citizen beans to be worn in the shelter of the engles who were in the same state now is,hate
5433,"Now the game is banned, but here is the liberal-chamcho-pe-thy-thy-thy-thy-thy-thy-thy-thy-thy-thy-thy-thy-thy-thy-thy-thy-thy.",defamation
5434,"RT @_Pb_swain_ Raji Savant doesn't come in movies nor makes any episodesAfter all, what is this expenditure 🙁 Where does it run 🙁",defamation
5435,Laddakh and Tatsudvip were included in the current national portability group of the One Nation One Ration Card26 states/centric governed provinces migrant PDS beneficiaries can now take grains with subsidies from any reasonable price store of their choice.Deskription https//tco/mCvUC8W6xG,non-hostile
5436,You will not be able to take this photo. - I will not be able to take this photo. - I will not be able to take this photo.,fake
5437,UP's fast-growing Corona cases @priyankagandhi Boliin- CM Yogi's statement ridiculoushttps//tco/XnPE5UuZio,non-hostile
5438,Development Dubai Lakhn Remembrance has been recognized by Commando Pradip Remembrance has thumped and Ujjan Thanaresponsible Ruby Remembrance has been arrested. Development Dubai's Encounter also has been commemorated by #Proud_To_Be_Yadav #Ahir_Regiment_Hak_Hai_Hamar@yadavakhilesh,fake
5439,"Just in the Pacific Landing submitted a public petition to the Supreme Court citing the government's order to ban on 59 Chinese apps, saying they have no security threat but the government has only banned 1 special community annoying apps that were new superstars on the ticket.",fake
5440,"As #CycloneFani is growing rapidly, the RSS workers are fully ready to help those who are affected by them greet the volunteers.The National Volunteer Union workers during Cyclone Fani were joined in relief and rescue operations.",fake
5441,The news of the accidental death of the lawmaker of the district of DeVeria Sudar Legislative Assembly was sadly heard.The party from the death of Mr. Singh has a dedicated activist and the people have lost their true interests.The Lord Mr. Ram is praying to give their soul a place in his Mr. steps.,non-hostile
5442,"For a long time, these things are emerging that our children are going under the pressure of the family and society under the burden of the bag and board exams.",non-hostile
5443,"After the first Israeli commercial flight operation in the Muslim country, 2 U.S. restaurants in Abu Dhabi exploded in KFC and Hardy.",fake
5444,So where you get caught! https//tco/v11u2Z72Dc,hate
5445,The case linked to the petrol pump machine from Andhra Pradesh has come to the front of here in Chittor Zile's Puthur Road in the Fuel Dispenser Machine by putting the chip in the oil is being sold less the police found it was shooting https//tco/yCbiG22qId,non-hostile
5446,After ‘Terminator DarkFate’ will be from this explosive series Arnold’s return here find full details@Schwarzenegger @Skydancehttps//tco/xHFV0ZOk9y,non-hostile
5447,"During the postmortem, doctors found something written in the hand of a jambaz police officer. doctors removed the blood on the hand when a car number came in front. police officer understood that the scammers would kill him.",fake
5448,"The Muslims broke the Hindu religious temples and broke the mosques!!Maca - 359 statues of Hindu religions were broken in Medina!Shivling is in the shaded state!!When Muslims do not exist, it is useless to consider it!!",hate
5449,Another audio linked to Kanpur's crushed bikeru cand has appeared #VikasDubey @Uppolice https//tco/pe4HUUv3ol,non-hostile
5450,You will only recognize this prostitute and you will only recognize its truth and you will see its own truth and you will continue to blame yourself to be Hinduist and you must be executed or the country must be removed from such people to https//tco/JVYvif3OQ1,"defamation,hate"
5451,"Indeed, @Siddhantmt is talking about India Tude Hindi's editor @anshuman1tiwari what will 15 million crore productive activities in the country end forever! 10 major states that will have to take this decline offhttps//tco/tqoVUbKSEu",non-hostile
5452,Irfan and ऋषi Cupure after Nasiruddin Shah's Biggary Tabiat #NaseeruddinShah #RishiKapoor #RIPRishikapoorji #RishiKapoorDeath,fake
5453,#Delhi found more than 2300 new patients of #Coronavirus today.https//tco/lMVqkKiGxP,non-hostile
5454,Doctors removed 4 feet long serpent from her mouth https//tco/nnV7NiSWXM #Snake #Russia https//tco/27nBulIU0d,non-hostile
5455,The name is SANA UFF HYER UFF HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER HYER,hate
5456,Prime Minister @narendramodi expressed deep regret for the death of former President 'India' #PranabMukherjee Description https//tco/c0GGdsS0De https//tco/59Od2PbKNz,non-hostile
5457,@DevprakashIRS The less you will be grateful for the society that works while you are so big officials,hate
5458,Andaman Nikobar Administration has announced several benefits in areas outside the container zone during #Unlock4. its opening period will be from eight a.m. in the morning to six a.m. in the evening. #Nikobar district has been allowed to open shops from seven in the morning to two in the afternoon.,non-hostile
5459,Do not sell anywhere anymore!,non-hostile
5460,RT @_Pb_swain_ The book that talks about killing other religious logos does not prohibit the UN.,offensive
5461,India Doberal reviewed the situation #IndiaChinaBorder #AjitDovalhttps//tco/Y8Bpj1MREp,non-hostile
5462,Pakistani doctors showed their support and march out Pakistani doctors supported the doctors’ strike in West Bengal,fake
5463,See proof with the roofs of the parliamentary assembly in the election button no one press the votes of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party.,fake
5464,BASKER EXPLENER Everything you need to know about the struggle between India and China's armies in the east of Laddakh near the Pangong Lake is https//tco/EYszaP0DBx #IndiaChinaFaceOff @adgpi @IndianDefenceRA @DefenceMinIndia @rajnathsingh @DrSJaishankar @PMOIndia https//tco/FChk6a9H4l,non-hostile
5465,"When people found out that Gandhi is writing in this newspaper, half a thousand people bought the first version and began to order for the newspaper from Mumbai.",non-hostile
5466,The death of a suspicious thief in the crowd violence in Delhi is as serious as it was in Zharkhand#suspectedthief #mobviolence #moblynching @RajeevKSachanhttps//tco/DIepEkVdih,non-hostile
5467,@hawai_miss and comedy witches 😂,offensive
5468,After taking the full earnings such as the N-95 mask has been declared ineffective.Be sure after earnings the Senetizer handwash and immunity booster drugs will also be declared ineffective.Then the course of earning from the vaccine will begin.You keep fear and we keep the market.,fake
5469,"Friendship if it is from Nickem and Nalaic, it can be yours with you and yours with you, this thing is written in the scriptures, but now this knowledge Chinese thinkers are giving to their president Jinping!!#China_Pakistan",hate
5470,#Pratapgarh district police officers' valuable work Aजय Singh's family police officers helped by giving their one-day salary 24 million 89 thousand 826 rupees aid department assigned to Aजय Singh's wife Swat team responsibility was from the corona of death @pratapgarhpol @PratapGarhSP #policenews,non-hostile
5471,Stamp Customs Cuts Will Be Encouraged by Buyers Will Grow House Demand Real Estate Companieshttps//tco/T8MnC8jxxA,non-hostile
5472,China #China#IndiaChinaFaceOff#IndiaChinaStandoff https//tco/WcYufBlIUP,non-hostile
5473,It should be the case under 307 to exit from the state assembly! https//tco/Qh1EaOLHaS,offensive
5474,Gold Price Today is again strong after heavy fall pricehttps//tco/OMCat39qpz via @NavbharatTimes #GoldPrice #Gold https//tco/uTA7DfZgID,non-hostile
5475,I'm sure I'm happy to see what I'm going to do when I'm happy to see what I'm going to do.,fake
5476,Respectful @ArvindKejriwal G. You accepted the contribution of 600 oximeters in the country on the call to donate the oximeters to help people from all over the country with the expression of the survey that was celebrated on your birthday. https//tco/7GxQ4Sy6qq,non-hostile
5477,The place of God is the place of God.,non-hostile
5478,The biggest case of diamond trafficking in the roof is 171 diamond barramadhttps//tco/AXYiakRijv,non-hostile
5479,The story of two friends Jaipur's two friends started 5 years ago UnAcademy 11 thousand crore company made the sixth number in online education in the world https//tco/0ImN19djhX #OnlineEducation @unacademy @RomanSaini @gauravmunjal,non-hostile
5480,What can I do alone from whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom to whom,defamation
5481,@I_Ritu_Singh @desimojito @derekobrienmp These salary parliament reaches what all things begin to understand their father's jigger and rightly they should be removed for a few days on such a harkato,offensive
5482,Start the metro service from today 10 essential things https//tco/S2xMm6MRAw,non-hostile
5483,"Those who don’t know how they’re going to be, and those who don’t know how they’re going to be, and those who don’t know how they’re going to be, and those who don’t know how they’re going to be, and those who don’t know how they’re going to be.",hate
5484,Honorable Prime Minister G has today locked the educational and administrative building in the Queen Lashmi Bay Central Agricultural UniversityJanssi.Uprem 4 state agricultural universities are operated from the east.The unified effort of all of these will definitely prove the decision of Prime Minister G to self-depend farmers. https//tco/A4K7mxqiCL,non-hostile
5485,RIA CHCRVERTY'S JAMANAT PAYTICA RANUTED -SATION COURT NOT MILLED JAMANAT - SUSHANT SINGH RAJPUTT'S KILLING WANT TO BE IN PRISION,defamation
5486,@sambitswaraj भीखा- how much money you have magn- talk just don't do भीखा 15 million so Modiji are near - and five bory potatoes are kept to make gold there by Raoul G. 😆 until Modiji don't give 15 million rupees then I won't let you withdraw from the post of Prime Minister 😂😂😂,defamation
5487,Twitter war has been ongoing for a long time between Kangana Ranath and Sanjay Raut #KanganaRanaut https//tco/IlCl8O6UVC,non-hostile
5488,Mercht Medical College's great negligence Corona Patient's body only changed DM gave an order of examination#Meerut #Corona https//tco/kUtXvNkMAD,non-hostile
5489,What is the greatest illusion - what is the greatest illusion - what is the greatest illusion - what is the greatest illusion - what is the greatest illusion - what is the greatest illusion - what is the greatest illusion - what is the greatest illusion?,defamation
5490,RT @_Pb_swain_Kejriwal's eyes 🙁 came full and said no one who will eat more Gali than me is C M in this country! 😂😂😂😂,hate
5491,Goodbye System Makerji 1935-2020 https//tco/b2Li8tzwp9,non-hostile
5492,Kushinagar International Airport has been techovered by the Airport Authority of India. Currently the work of the airline has been completed. there is the construction of the Civil Aviation work on ACS Home and Information Mr @AwasthiAwanishK G https//tco/Bx7OD7zLiV,non-hostile
5493,More than 90 thousand new cases of Corona in the country more than 1000 deaths in the last 24 hours#IndiaFightsCorona #COVID19 https//tco/vz6mRCzQkG,non-hostile
5494,Starting with the family in his tweet this request from the Punjab police #SureshRaina https//tco/9DDtT6RYIQ,non-hostile
5495,Silence against persecution means supporting it.,fake
5496,#SushantSinghRajput's call records show that they were in contact with their father.https//tco/yaJg6GQCCW,non-hostile
5497,Congratulations to all citizens of India* India not India Talk* From June 15 the name of India in every language will be only India--Supreme Court,fake
5498,This is the threshold of I don't put the water on the water flowing in its vomiting direction from the bottom to the upward it is wonderful. https//tco/HQbkweE1as,non-hostile
5499,"Following the #BREAKING question from the prison, we have recovered drugs and foreign currency in the shock in many areas NCB see Republic of India on #LIVE https//tco/G945HvzM0ZYouTube live TVhttps//tco/P8bk9R5TiX",non-hostile
5500,@globaltimesnews Expectations are being built with a possible meeting between Chinese Defense Minister V. Feng and his Indian counterpart Rajnat Singh in Moscow on Friday. experts said China will not deny efforts to reduce current tensions.,hate
5501,Kashmir is our so Kashmir is our too. #SaveKashmir#KashmirSecondPalestine,hate
5502,Today when I was coming to the house then a member of the opposition stood standing in the throat. seeing them I remembered the criminal of Mercht who was asking for forgiveness for his crimes and was rotating in the same way. the opposition parties with dividing mentality in the above could not even be expected. https//tco/0bFDf2LpbQ,non-hostile
5503,You will not know when the bandage will jump to the left to the right.,fake
5504,Some candles say - Raoul Gandhi has gone abroad because they have to bring the GDP increasing machine like the potato made gold machine.,hate
5505,"“Those who hate the Muslims, those who speak today, those who love the people of the country for Irfan Khan, those who hate the people of the country, those who hate the people of the country, those who hate the people of the country, those who hate the people of the country, those who hate the people of the country, those who hate the people of the country, those who hate the people of the country, those who hate the people of the country, those who hate the people of the country, those who hate the people of the country.",fake
5506,"In opposition to the farmer bill, the central minister Harsimarat Kur Cloud gave resignation from the cabinet a one party owner found this country is the government of the country is the government of the country is the government of the country is the government of the country is the government of the country is the government of the country is the government of the country is the government of the country is the government of the country.",defamation
5507,This video on social media is being shared under the name of the #AIIMS and Delhi Hospital in fact this video is of the Mahvira Cancer Institute Read full report-@JagranNews @newsvishvas https//tco/WV4mn8UnE1,non-hostile
5508,Unemployed unemployed day don't sit quiet with you farmer student will also join you fear will also appear but you don't get back from the problem of unemployed police fear showing you will be tried to silence the problem of unemployed farmer should come up the problem of unemployed farmer must come up the problem of unemployed farmer must come up the problem of unemployed farmer must come up the problem of unemployed farmer must come up the problem of unemployed farmer must come up the problem of unemployed farmer must come up the problem of unemployed.,hate
